time,solve_time,solver_iterations,min_slack,solver_success,critical_constraint_name,nominal_cost,barrier_cost,total_cost
1.32,0.002902407999499701,8,0.00011549686905532042,True,cbf_obstacle_8,0.46414244387311293,0.0009384363100180082,0.46508088018313093
1.33,0.0023858839995227754,6,0.00011542343730425175,True,cbf_obstacle_8,0.46574268991468526,0.0009422343810364196,0.46668492429572167
1.34,0.002521031998185208,6,0.00011536017208940708,True,cbf_obstacle_8,0.4672487072886772,0.0009461653011544038,0.46819487258983156
1.35,0.0024040239986788947,5,0.00011530627457134734,True,cbf_obstacle_8,0.46866464424277193,0.0009502346599490846,0.469614878902721
1.36,0.002674089999345597,7,0.00011526242959486455,True,cbf_obstacle_8,0.46998256169278085,0.0009544467769572663,0.4709370084697381
1.37,0.0019988980020571034,4,0.00011522785536682845,True,cbf_obstacle_8,0.47120811368223753,0.0009588068115183183,0.47216692049375586
1.3800000000000001,0.002470503000949975,6,0.00011520346388843583,True,cbf_obstacle_8,0.4723315649929738,0.0009633204071961727,0.47329488540016995
1.3900000000000001,0.0028016399992338847,7,0.00011518824063960764,True,cbf_obstacle_8,0.4733597357056403,0.0009679930088242861,0.4743277287144646
1.4000000000000001,0.0027575300009630155,7,0.0001151833684474024,True,cbf_obstacle_8,0.47428093325920606,0.0009728314969497761,0.4752537647561558
1.41,0.002532582002459094,6,0.00011518834153600999,True,cbf_obstacle_8,0.47509845176617943,0.0009778422495582686,0.4760762940157377
1.42,0.0024459640007989947,5,0.00011520232264639052,True,cbf_obstacle_8,0.47581757461565427,0.000983025492841075,0.47680060010849534
1.43,0.0025481519987806678,6,0.00011522704812533258,True,cbf_obstacle_8,0.47642255303511566,0.0009883893487152178,0.47741094238383086
1.44,0.002825268999004038,7,0.00011526201663120128,True,cbf_obstacle_8,0.4769171952437654,0.0009939463521048,0.4779111415958702
1.45,0.002787829998851521,7,0.00011530708995849404,True,cbf_obstacle_8,0.4773004928719056,0.0009997063217652234,0.47830019919367084
1.46,0.002507541998056695,6,0.00011536365806680271,True,cbf_obstacle_8,0.477560734729873,0.0010056793762530925,0.47856641410612605
1.47,0.0029561479968833737,8,0.00011542987006996075,True,cbf_obstacle_8,0.47771249011272726,0.001011874176281054,0.47872436428900833
1.48,0.0022188849980011582,5,0.00011550799449566718,True,cbf_obstacle_8,0.47773584685593434,0.0010183029992431327,0.4787541498551775
1.49,0.0027109710026707035,7,0.00011559619124909548,True,cbf_obstacle_8,0.4776472627869617,0.0010249763755422186,0.4786722391625039
1.5,0.003068646001338493,8,0.0001156969373438399,True,cbf_obstacle_8,0.47742304361939136,0.0010319083479515749,0.47845495196734295
1.51,0.0030721360017196275,8,0.00011581120095371933,True,cbf_obstacle_8,0.4770577226801678,0.001039112999800778,0.4780968356799685
1.52,0.00279701000181376,7,0.00011593792425812488,True,cbf_obstacle_8,0.47655883153077483,0.001046605008849111,0.47760543653962395
1.53,0.0017490110003564041,4,0.00011607748783434846,True,cbf_obstacle_8,0.4759245423840017,0.0010544008518012333,0.476978943235803
1.54,0.001810210000257939,4,0.00011623243355166069,True,cbf_obstacle_8,0.4751330604991925,0.0010625197927995357,0.47619558029199205
1.55,0.0023455839982489124,6,0.00011640137986093646,True,cbf_obstacle_8,0.47419744569687056,0.001070982649079708,0.4752684283459503
1.56,0.002659590998518979,7,0.00011659023734875151,True,cbf_obstacle_8,0.47307069247387606,0.0010798131734085542,0.4741505056472846
1.57,0.0024913629968068562,6,0.00011679792786156717,True,cbf_obstacle_8,0.47176326926593426,0.0010890373595917153,0.47285230662552596
1.58,0.00260275099935825,6,0.00011702581477979201,True,cbf_obstacle_8,0.47026616003797844,0.0010986822699092043,0.47136484230788767
1.59,0.0027480700009618886,7,0.00011727833518024311,True,cbf_obstacle_8,0.4685471868165947,0.0011087831826833673,0.46965596999927806
